Model,Storage,Status,Quality,Price
iPhone 16 SE,256GB,locked,flawless,$260.00
iPhone 16 SE,256GB,locked,good,$220.00
iPhone 16 SE,256GB,locked,fair,$164.00
iPhone 16 SE,256GB,locked,damaged,$110.00
iPhone 16 SE,256GB,unlocked,flawless,$333.00
iPhone 16 SE,256GB,unlocked,good,$323.00
iPhone 16 SE,256GB,unlocked,fair,$263.00
iPhone 16 SE,256GB,unlocked,damaged,$135.00
Galaxy S25 Ultra,256GB,locked,flawless,$59.48
Galaxy S25 Ultra,256GB,locked,good,$59.48
Galaxy S25 Ultra,256GB,locked,fair,$42.09
Galaxy S25 Ultra,256GB,locked,damaged,$36.59
Galaxy S25 Ultra,256GB,unlocked,flawless,$68.17
Galaxy S25 Ultra,256GB,unlocked,good,$68.17
Galaxy S25 Ultra,256GB,unlocked,fair,$42.09
Galaxy S25 Ultra,256GB,unlocked,damaged,$37.50
Galaxy S25 Ultra,512GB,locked,flawless,$67.48
Galaxy S25 Ultra,512GB,locked,good,$67.48
Galaxy S25 Ultra,512GB,locked,fair,$50.09
Galaxy S25 Ultra,512GB,locked,damaged,$43.20
Galaxy S25 Ultra,512GB,unlocked,flawless,$76.17
Galaxy S25 Ultra,512GB,unlocked,good,$76.17
Galaxy S25 Ultra,512GB,unlocked,fair,$50.09
Galaxy S25 Ultra,512GB,unlocked,damaged,$44.10
S20 FE,128GB,locked,flawless,$56.00
S20 FE,128GB,locked,good,$46.00
S20 FE,128GB,locked,fair,$31.00
S20 FE,128GB,locked,damaged,$12.00
S20 FE,128GB,unlocked,flawless,$66.00
S20 FE,128GB,unlocked,good,$56.00
S20 FE,128GB,unlocked,fair,$31.00
S20 FE,128GB,unlocked,damaged,$12.00
S21,128GB,locked,flawless,$72.00
S21,128GB,locked,good,$61.00
S21,128GB,locked,fair,$42.00
S21,128GB,locked,damaged,$22.00
S21,128GB,unlocked,flawless,$87.00
S21,128GB,unlocked,good,$71.00
S21,128GB,unlocked,fair,$52.00
S21,128GB,unlocked,damaged,$13.00
S21 FE,128GB,locked,flawless,$66.00
S21 FE,128GB,locked,good,$56.00
S21 FE,128GB,locked,fair,$36.00
S21 FE,128GB,locked,damaged,$13.00
S21 FE,128GB,unlocked,flawless,$86.00
S21 FE,128GB,unlocked,good,$66.00
S21 FE,128GB,unlocked,fair,$31.00
S21 FE,128GB,unlocked,damaged,$13.00
S21 ULTRA,128GB,locked,flawless,$95.76
S21 ULTRA,128GB,locked,good,$96.87
S21 ULTRA,128GB,locked,fair,$77.00
S21 ULTRA,128GB,locked,damaged,$27.00
S21 ULTRA,128GB,unlocked,flawless,$103.76
S21 ULTRA,128GB,unlocked,good,$104.87
S21 ULTRA,128GB,unlocked,fair,$82.19
S21 ULTRA,128GB,unlocked,damaged,$32.00
S21+,128GB,locked,flawless,$107.00
S21+,128GB,locked,good,$96.00
S21+,128GB,locked,fair,$57.00
S21+,128GB,locked,damaged,$27.00
S21+,128GB,unlocked,flawless,$109.00
S21+,128GB,unlocked,good,$98.00
S21+,128GB,unlocked,fair,$71.00
S21+,128GB,unlocked,damaged,$32.00
S22,128GB,locked,flawless,$102.00
S22,128GB,locked,good,$81.00
S22,128GB,locked,fair,$49.00
S22,128GB,locked,damaged,$27.00
S22,128GB,unlocked,flawless,$117.00
S22,128GB,unlocked,good,$98.00
S22,128GB,unlocked,fair,$67.00
S22,128GB,unlocked,damaged,$32.00
S22,256gb,locked,flawless,$111.00
S22,256gb,locked,good,$96.00
S22,256gb,locked,fair,$59.00
S22,256gb,locked,damaged,$28.00
S22,256gb,unlocked,flawless,$127.43
S22,256gb,unlocked,good,$114.00
S22,256gb,unlocked,fair,$95.00
S22,256gb,unlocked,damaged,$39.00
S22 ULTRA,128GB,locked,flawless,$110.57
S22 ULTRA,128GB,locked,good,$111.97
S22 ULTRA,128GB,locked,fair,$97.00
S22 ULTRA,128GB,locked,damaged,$32.00
S22 ULTRA,128GB,unlocked,flawless,$117.25
S22 ULTRA,128GB,unlocked,good,$118.78
S22 ULTRA,128GB,unlocked,fair,$95.41
S22 ULTRA,128GB,unlocked,damaged,$57.00
S22 ULTRA,256gb,locked,flawless,$137.60
S22 ULTRA,256gb,locked,good,$139.27
S22 ULTRA,256gb,locked,fair,$98.00
S22 ULTRA,256gb,locked,damaged,$48.00
S22 ULTRA,256gb,unlocked,flawless,$143.03
S22 ULTRA,256gb,unlocked,good,$144.49
S22 ULTRA,256gb,unlocked,fair,$121.81
S22 ULTRA,256gb,unlocked,damaged,$59.00
S22+,128GB,locked,flawless,$119.00
S22+,128GB,locked,good,$98.00
S22+,128GB,locked,fair,$64.00
S22+,128GB,locked,damaged,$32.00
S22+,128GB,unlocked,flawless,$140.00
S22+,128GB,unlocked,good,$116.00
S22+,128GB,unlocked,fair,$83.00
S22+,128GB,unlocked,damaged,$37.00
S22+,256gb,locked,flawless,$123.00
S22+,256gb,locked,good,$116.00
S22+,256gb,locked,fair,$80.00
S22+,256gb,locked,damaged,$36.00
S22+,256gb,unlocked,flawless,$149.90
S22+,256gb,unlocked,good,$135.00
S22+,256gb,unlocked,fair,$111.00
S22+,256gb,unlocked,damaged,$45.00
S23,128GB,locked,flawless,$170.00
S23,128GB,locked,good,$136.00
S23,128GB,locked,fair,$92.00
S23,128GB,locked,damaged,$53.00
S23,128GB,unlocked,flawless,$183.00
S23,128GB,unlocked,good,$166.00
S23,128GB,unlocked,fair,$107.00
S23,128GB,unlocked,damaged,$58.00
S23,256gb,locked,flawless,$180.00
S23,256gb,locked,good,$159.00
S23,256gb,locked,fair,$106.00
S23,256gb,locked,damaged,$54.00
S23,256gb,unlocked,flawless,$197.86
S23,256gb,unlocked,good,$189.00
S23,256gb,unlocked,fair,$173.14
S23,256gb,unlocked,damaged,$65.00
S23 ULTRA,256gb,locked,flawless,$205.46
S23 ULTRA,256gb,locked,good,$208.31
S23 ULTRA,256gb,locked,fair,$195.00
S23 ULTRA,256gb,locked,damaged,$125.00
S23 ULTRA,256gb,unlocked,flawless,$213.65
S23 ULTRA,256gb,unlocked,good,$213.60
S23 ULTRA,256gb,unlocked,fair,$189.39
S23 ULTRA,256gb,unlocked,damaged,$125.00
S23+,256GB,locked,flawless,$123.03
S23+,256GB,locked,good,$124.21
S23+,256GB,locked,fair,$103.00
S23+,256GB,locked,damaged,$93.00
S23+,256GB,unlocked,flawless,$130.05
S23+,256GB,unlocked,good,$131.93
S23+,256GB,unlocked,fair,$111.06
S23+,256GB,unlocked,damaged,$94.99
S23+,512GB,locked,flawless,$225.36
S23+,512GB,locked,good,$207.00
S23+,512GB,locked,fair,$122.00
S23+,512GB,locked,damaged,$98.00
S23+,512GB,unlocked,flawless,$231.90
S23+,512GB,unlocked,good,$231.00
S23+,512GB,unlocked,fair,$157.00
S23+,512GB,unlocked,damaged,$118.00
S23FE,128GB,locked,flawless,$130.38
S23FE,128GB,locked,good,$108.00
S23FE,128GB,locked,fair,$63.00
S23FE,128GB,locked,damaged,$33.00
S23FE,128GB,unlocked,flawless,$137.69
S23FE,128GB,unlocked,good,$128.00
S23FE,128GB,unlocked,fair,$100.00
S23FE,128GB,unlocked,damaged,$35.00
S23FE,256gb,locked,flawless,$145.00
S23FE,256gb,locked,good,$116.00
S23FE,256gb,locked,fair,$64.00
S23FE,256gb,locked,damaged,$38.00
S23FE,256gb,unlocked,flawless,$165.00
S23FE,256gb,unlocked,good,$144.00
S23FE,256gb,unlocked,fair,$110.00
S23FE,256gb,unlocked,damaged,$45.00
S24,128GB,locked,flawless,$194.40
S24,128GB,locked,good,$186.00
S24,128GB,locked,fair,$171.00
S24,128GB,locked,damaged,$93.00
S24,128GB,unlocked,flawless,$199.69
S24,128GB,unlocked,good,$201.91
S24,128GB,unlocked,fair,$179.23
S24,128GB,unlocked,damaged,$133.00
S24,256gb,locked,flawless,$210.54
S24,256gb,locked,good,$196.00
S24,256gb,locked,fair,$130.00
S24,256gb,locked,damaged,$105.00
S24,256gb,unlocked,flawless,$214.32
S24,256gb,unlocked,good,$215.62
S24,256gb,unlocked,fair,$192.94
S24,256gb,unlocked,damaged,$145.00
S24 FE,128GB,locked,flawless,$164.00
S24 FE,128GB,locked,good,$131.00
S24 FE,128GB,locked,fair,$92.00
S24 FE,128GB,locked,damaged,$67.00
S24 FE,128GB,unlocked,flawless,$222.00
S24 FE,128GB,unlocked,good,$191.00
S24 FE,128GB,unlocked,fair,$127.00
S24 FE,128GB,unlocked,damaged,$82.00
S24 FE,256gb,locked,flawless,$181.00
S24 FE,256gb,locked,good,$145.00
S24 FE,256gb,locked,fair,$99.00
S24 FE,256gb,locked,damaged,$69.00
S24 FE,256gb,unlocked,flawless,$219.22
S24 FE,256gb,unlocked,good,$220.00
S24 FE,256gb,unlocked,fair,$150.00
S24 FE,256gb,unlocked,damaged,$89.00
S24 ULTRA,256GB,locked,flawless,$289.08
S24 ULTRA,256GB,locked,good,$291.72
S24 ULTRA,256GB,locked,fair,$232.00
S24 ULTRA,256GB,locked,damaged,$108.00
S24 ULTRA,256GB,unlocked,flawless,$296.17
S24 ULTRA,256GB,unlocked,good,$296.24
S24 ULTRA,256GB,unlocked,fair,$273.15
S24 ULTRA,256GB,unlocked,damaged,$158.00
S24 ULTRA,512GB,locked,flawless,$371.48
S24 ULTRA,512GB,locked,good,$337.00
S24 ULTRA,512GB,locked,fair,$252.00
S24 ULTRA,512GB,locked,damaged,$123.00
S24 ULTRA,512GB,unlocked,flawless,$380.17
S24 ULTRA,512GB,unlocked,good,$380.17
S24 ULTRA,512GB,unlocked,fair,$352.00
S24 ULTRA,512GB,unlocked,damaged,$173.00
S24+,256GB,locked,flawless,$263.00
S24+,256GB,locked,good,$231.00
S24+,256GB,locked,fair,$152.00
S24+,256GB,locked,damaged,$92.00
S24+,256GB,unlocked,flawless,$306.82
S24+,256GB,unlocked,good,$301.00
S24+,256GB,unlocked,fair,$222.00
S24+,256GB,unlocked,damaged,$108.00
S24+,512GB,locked,flawless,$334.00
S24+,512GB,locked,good,$283.00
S24+,512GB,locked,fair,$217.00
S24+,512GB,locked,damaged,$102.00
S24+,512GB,unlocked,flawless,$384.17
S24+,512GB,unlocked,good,$356.00
S24+,512GB,unlocked,fair,$292.00
S24+,512GB,unlocked,damaged,$118.00
S25,128GB,locked,flawless,$323.00
S25,128GB,locked,good,$275.00
S25,128GB,locked,fair,$177.00
S25,128GB,locked,damaged,$82.00
S25,128GB,unlocked,flawless,$352.00
S25,128GB,unlocked,good,$321.00
S25,128GB,unlocked,fair,$252.00
S25,128GB,unlocked,damaged,$88.00
S25,256gb,locked,flawless,$316.00
S25,256gb,locked,good,$286.00
S25,256gb,locked,fair,$172.00
S25,256gb,locked,damaged,$94.00
S25,256gb,unlocked,flawless,$386.17
S25,256gb,unlocked,good,$355.00
S25,256gb,unlocked,fair,$285.00
S25,256gb,unlocked,damaged,$100.00
S25 EDGE,256gb,locked,flawless,$378.00
S25 EDGE,256gb,locked,good,$329.00
S25 EDGE,256gb,locked,fair,$208.00
S25 EDGE,256gb,locked,damaged,$90.00
S25 EDGE,256gb,unlocked,flawless,$410.17
S25 EDGE,256gb,unlocked,good,$410.17
S25 EDGE,256gb,unlocked,fair,$208.00
S25 EDGE,256gb,unlocked,damaged,$90.00
S25 EDGE,512GB,locked,flawless,$417.00
S25 EDGE,512GB,locked,good,$366.00
S25 EDGE,512GB,locked,fair,$277.00
S25 EDGE,512GB,locked,damaged,$93.00
S25 EDGE,512GB,unlocked,flawless,$517.00
S25 EDGE,512GB,unlocked,good,$466.00
S25 EDGE,512GB,unlocked,fair,$377.00
S25 EDGE,512GB,unlocked,damaged,$118.00
S25+,256GB,locked,flawless,$399.48
S25+,256GB,locked,good,$356.00
S25+,256GB,locked,fair,$306.00
S25+,256GB,locked,damaged,$88.00
S25+,256GB,unlocked,flawless,$408.17
S25+,256GB,unlocked,good,$408.17
S25+,256GB,unlocked,fair,$361.00
S25+,256GB,unlocked,damaged,$93.00
S25+,512GB,locked,flawless,$463.00
S25+,512GB,locked,good,$406.00
S25+,512GB,locked,fair,$342.00
S25+,512GB,locked,damaged,$98.00
S25+,512GB,unlocked,flawless,$492.17
S25+,512GB,unlocked,good,$481.00
S25+,512GB,unlocked,fair,$417.00
S25+,512GB,unlocked,damaged,$103.00
Z FLIP 4,128GB,locked,flawless,$100.00
Z FLIP 4,128GB,locked,good,$84.00
Z FLIP 4,128GB,locked,fair,$45.00
Z FLIP 4,128GB,locked,damaged,$28.00
Z FLIP 4,128GB,unlocked,flawless,$136.68
Z FLIP 4,128GB,unlocked,good,$121.00
Z FLIP 4,128GB,unlocked,fair,$81.00
Z FLIP 4,128GB,unlocked,damaged,$30.00
Z FLIP 5,256GB,locked,flawless,$195.00
Z FLIP 5,256GB,locked,good,$164.00
Z FLIP 5,256GB,locked,fair,$135.00
Z FLIP 5,256GB,locked,damaged,$39.00
Z FLIP 5,256GB,unlocked,flawless,$207.77
Z FLIP 5,256GB,unlocked,good,$207.79
Z FLIP 5,256GB,unlocked,fair,$167.00
Z FLIP 5,256GB,unlocked,damaged,$79.00
Z FLIP 6,256GB,locked,flawless,$263.20
Z FLIP 6,256GB,locked,good,$225.00
Z FLIP 6,256GB,locked,fair,$135.00
Z FLIP 6,256GB,locked,damaged,$45.00
Z FLIP 6,256GB,unlocked,flawless,$269.86
Z FLIP 6,256GB,unlocked,good,$271.36
Z FLIP 6,256GB,unlocked,fair,$235.00
Z FLIP 6,256GB,unlocked,damaged,$65.00
Z FOLD 4,256GB,locked,flawless,$260.00
Z FOLD 4,256GB,locked,good,$269.00
Z FOLD 4,256GB,locked,fair,$143.00
Z FOLD 4,256GB,locked,damaged,$49.00
Z FOLD 4,256GB,unlocked,flawless,$294.56
Z FOLD 4,256GB,unlocked,good,$274.00
Z FOLD 4,256GB,unlocked,fair,$210.00
Z FOLD 4,256GB,unlocked,damaged,$74.00
Z FOLD 5,256GB,locked,flawless,$335.22
Z FOLD 5,256GB,locked,good,$294.00
Z FOLD 5,256GB,locked,fair,$202.00
Z FOLD 5,256GB,locked,damaged,$93.00
Z FOLD 5,256GB,unlocked,flawless,$342.17
Z FOLD 5,256GB,unlocked,good,$343.36
Z FOLD 5,256GB,unlocked,fair,$306.00
Z FOLD 5,256GB,unlocked,damaged,$109.00
Z FOLD 6,256GB,locked,flawless,$430.00
Z FOLD 6,256GB,locked,good,$400.00
Z FOLD 6,256GB,locked,fair,$235.00
Z FOLD 6,256GB,locked,damaged,$145.00
Z FOLD 6,256GB,unlocked,flawless,$553.00
Z FOLD 6,256GB,unlocked,good,$481.00
Z FOLD 6,256GB,unlocked,fair,$423.00
Z FOLD 6,256GB,unlocked,damaged,$145.00
