Model,Storage,Status,Quality,Price
S21,128GB,locked,flawless,71.00
S21,128GB,locked,good,60.00
S21,128GB,locked,fair,41.00
S21,128GB,locked,damaged,21
S21,128GB,unlocked,flawless,86.00
S21,128GB,unlocked,good,70.00
S21,128GB,unlocked,fair,51.00
S21,128GB,unlocked,damaged,12
S21 FE,128GB,locked,flawless,65.00
S21 FE,128GB,locked,good,55.00
S21 FE,128GB,locked,fair,35.00
S21 FE,128GB,locked,damaged,12
S21 FE,128GB,unlocked,flawless,85.00
S21 FE,128GB,unlocked,good,65.00
S21 FE,128GB,unlocked,fair,30.00
S21 FE,128GB,unlocked,damaged,12
S21 ULTRA,128GB,locked,flawless,141.00
S21 ULTRA,128GB,locked,good,125.00
S21 ULTRA,128GB,locked,fair,76.00
S21 ULTRA,128GB,locked,damaged,26
S21 ULTRA,128GB,unlocked,flawless,151.00
S21 ULTRA,128GB,unlocked,good,135.00
S21 ULTRA,128GB,unlocked,fair,86.00
S21 ULTRA,128GB,unlocked,damaged,31
S21+,128GB,locked,flawless,106.00
S21+,128GB,locked,good,95.00
S21+,128GB,locked,fair,56.00
S21+,128GB,locked,damaged,26
S21+,128GB,unlocked,flawless,108.00
S21+,128GB,unlocked,good,97.00
S21+,128GB,unlocked,fair,70.00
S21+,128GB,unlocked,damaged,31
S22,128GB,locked,flawless,101.00
S22,128GB,locked,good,80.00
S22,128GB,locked,fair,48.00
S22,128GB,locked,damaged,26
S22,128GB,unlocked,flawless,116.00
S22,128GB,unlocked,good,97.00
S22,128GB,unlocked,fair,66.00
S22,128GB,unlocked,damaged,31
S22,256gb,locked,flawless,110
S22,256gb,locked,good,95
S22,256gb,locked,fair,58
S22,256gb,locked,damaged,27
S22,256gb,unlocked,flawless,126.43
S22,256gb,unlocked,good,113
S22,256gb,unlocked,fair,94
S22,256gb,unlocked,damaged,38
S22 ULTRA,128GB,locked,flawless,158.00
S22 ULTRA,128GB,locked,good,138.00
S22 ULTRA,128GB,locked,fair,96.00
S22 ULTRA,128GB,locked,damaged,31
S22 ULTRA,128GB,unlocked,flawless,187.00
S22 ULTRA,128GB,unlocked,good,165.00
S22 ULTRA,128GB,unlocked,fair,126.00
S22 ULTRA,128GB,unlocked,damaged,56
S22 ULTRA,256gb,locked,flawless,172
S22 ULTRA,256gb,locked,good,148
S22 ULTRA,256gb,locked,fair,97
S22 ULTRA,256gb,locked,damaged,47
S22 ULTRA,256gb,unlocked,flawless,219
S22 ULTRA,256gb,unlocked,good,198
S22 ULTRA,256gb,unlocked,fair,149
S22 ULTRA,256gb,unlocked,damaged,58
S22+,128GB,locked,flawless,118.00
S22+,128GB,locked,good,97.00
S22+,128GB,locked,fair,63.00
S22+,128GB,locked,damaged,31
S22+,128GB,unlocked,flawless,139.00
S22+,128GB,unlocked,good,115.00
S22+,128GB,unlocked,fair,82.00
S22+,128GB,unlocked,damaged,36
S22+,256gb,locked,flawless,122
S22+,256gb,locked,good,115
S22+,256gb,locked,fair,79
S22+,256gb,locked,damaged,35
S22+,256gb,unlocked,flawless,148.9
S22+,256gb,unlocked,good,134
S22+,256gb,unlocked,fair,110
S22+,256gb,unlocked,damaged,44
S23,128GB,locked,flawless,169.00
S23,128GB,locked,good,135.00
S23,128GB,locked,fair,91.00
S23,128GB,locked,damaged,52
S23,128GB,unlocked,flawless,182.00
S23,128GB,unlocked,good,165.00
S23,128GB,unlocked,fair,106.00
S23,128GB,unlocked,damaged,57
S23,256gb,locked,flawless,179
S23,256gb,locked,good,158
S23,256gb,locked,fair,105
S23,256gb,locked,damaged,53
S23,256gb,unlocked,flawless,196.86
S23,256gb,unlocked,good,188
S23,256gb,unlocked,fair,172.14
S23,256gb,unlocked,damaged,64
S23 ULTRA,256gb,locked,flawless,289
S23 ULTRA,256gb,locked,good,248
S23 ULTRA,256gb,locked,fair,194
S23 ULTRA,256gb,locked,damaged,124
S23 ULTRA,256gb,unlocked,flawless,296.23
S23 ULTRA,256gb,unlocked,good,296.93
S23 ULTRA,256gb,unlocked,fair,270
S23 ULTRA,256gb,unlocked,damaged,124
S23+,256GB,locked,flawless,209.00
S23+,256GB,locked,good,192.00
S23+,256GB,locked,fair,102.00
S23+,256GB,locked,damaged,92
S23+,256GB,unlocked,flawless,233.00
S23+,256GB,unlocked,good,206.00
S23+,256GB,unlocked,fair,131.00
S23+,256GB,unlocked,damaged,112
S23+,512GB,locked,flawless,233.00
S23+,512GB,locked,good,206.00
S23+,512GB,locked,fair,121.00
S23+,512GB,locked,damaged,97
S23+,512GB,unlocked,flawless,264.00
S23+,512GB,unlocked,good,230.00
S23+,512GB,unlocked,fair,156.00
S23+,512GB,unlocked,damaged,117
S23FE,128GB,locked,flawless,129.38
S23FE,128GB,locked,good,107
S23FE,128GB,locked,fair,62
S23FE,128GB,locked,damaged,32
S23FE,128GB,unlocked,flawless,136.69
S23FE,128GB,unlocked,good,127
S23FE,128GB,unlocked,fair,99
S23FE,128GB,unlocked,damaged,34
S23FE,256gb,locked,flawless,144
S23FE,256gb,locked,good,115
S23FE,256gb,locked,fair,63
S23FE,256gb,locked,damaged,37
S23FE,256gb,unlocked,flawless,164
S23FE,256gb,unlocked,good,143
S23FE,256gb,unlocked,fair,109
S23FE,256gb,unlocked,damaged,44
S24,128GB,locked,flawless,218.00
S24,128GB,locked,good,185.00
S24,128GB,locked,fair,170.00
S24,128GB,locked,damaged,92
S24,128GB,unlocked,flawless,267.00
S24,128GB,unlocked,good,235.00
S24,128GB,unlocked,fair,186.00
S24,128GB,unlocked,damaged,132
S24,256gb,locked,flawless,216
S24,256gb,locked,good,195
S24,256gb,locked,fair,129
S24,256gb,locked,damaged,104
S24,256gb,unlocked,flawless,286.6
S24,256gb,unlocked,good,268
S24,256gb,unlocked,fair,219
S24,256gb,unlocked,damaged,144
S24 FE,128GB,locked,flawless,163.00
S24 FE,128GB,locked,good,130.00
S24 FE,128GB,locked,fair,91.00
S24 FE,128GB,locked,damaged,66
S24 FE,128GB,unlocked,flawless,221.00
S24 FE,128GB,unlocked,good,190.00
S24 FE,128GB,unlocked,fair,126.00
S24 FE,128GB,unlocked,damaged,81
S24 FE,256gb,locked,flawless,180
S24 FE,256gb,locked,good,144
S24 FE,256gb,locked,fair,98
S24 FE,256gb,locked,damaged,68
S24 FE,256gb,unlocked,flawless,218.22
S24 FE,256gb,unlocked,good,219
S24 FE,256gb,unlocked,fair,149
S24 FE,256gb,unlocked,damaged,88
S24 ULTRA,256GB,locked,flawless,352.00
S24 ULTRA,256GB,locked,good,314.00
S24 ULTRA,256GB,locked,fair,231.00
S24 ULTRA,256GB,locked,damaged,107
S24 ULTRA,256GB,unlocked,flawless,452.00
S24 ULTRA,256GB,unlocked,good,374.00
S24 ULTRA,256GB,unlocked,fair,331.00
S24 ULTRA,256GB,unlocked,damaged,157
S24 ULTRA,512GB,locked,flawless,397.00
S24 ULTRA,512GB,locked,good,336.00
S24 ULTRA,512GB,locked,fair,251.00
S24 ULTRA,512GB,locked,damaged,122
S24 ULTRA,512GB,unlocked,flawless,490.00
S24 ULTRA,512GB,unlocked,good,420.00
S24 ULTRA,512GB,unlocked,fair,351.00
S24 ULTRA,512GB,unlocked,damaged,172
S24+,256GB,locked,flawless,262.00
S24+,256GB,locked,good,230.00
S24+,256GB,locked,fair,151.00
S24+,256GB,locked,damaged,91
S24+,256GB,unlocked,flawless,337.00
S24+,256GB,unlocked,good,300.00
S24+,256GB,unlocked,fair,221.00
S24+,256GB,unlocked,damaged,107
S24+,512GB,locked,flawless,333.00
S24+,512GB,locked,good,282.00
S24+,512GB,locked,fair,216.00
S24+,512GB,locked,damaged,101
S24+,512GB,unlocked,flawless,392.00
S24+,512GB,unlocked,good,355.00
S24+,512GB,unlocked,fair,291.00
S24+,512GB,unlocked,damaged,117
S25,128GB,locked,flawless,322.00
S25,128GB,locked,good,274.00
S25,128GB,locked,fair,176.00
S25,128GB,locked,damaged,81
S25,128GB,unlocked,flawless,351.00
S25,128GB,unlocked,good,320.00
S25,128GB,unlocked,fair,251.00
S25,128GB,unlocked,damaged,87
S25,256gb,locked,flawless,315
S25,256gb,locked,good,285
S25,256gb,locked,fair,171
S25,256gb,locked,damaged,93
S25,256gb,unlocked,flawless,385.17
S25,256gb,unlocked,good,354
S25,256gb,unlocked,fair,284
S25,256gb,unlocked,damaged,99
S25 EDGE,256gb,locked,flawless,377
S25 EDGE,256gb,locked,good,328
S25 EDGE,256gb,locked,fair,207
S25 EDGE,256gb,locked,damaged,89
S25 EDGE,256gb,unlocked,flawless,409.17
S25 EDGE,256gb,unlocked,good,409.17
S25 EDGE,256gb,unlocked,fair,207
S25 EDGE,256gb,unlocked,damaged,89
S25 EDGE,512GB,locked,flawless,416.00
S25 EDGE,512GB,locked,good,365.00
S25 EDGE,512GB,locked,fair,276.00
S25 EDGE,512GB,locked,damaged,92
S25 EDGE,512GB,unlocked,flawless,516.00
S25 EDGE,512GB,unlocked,good,465.00
S25 EDGE,512GB,unlocked,fair,376.00
S25 EDGE,512GB,unlocked,damaged,117
S25+,256GB,locked,flawless,416.00
S25+,256GB,locked,good,355.00
S25+,256GB,locked,fair,305.00
S25+,256GB,locked,damaged,87
S25+,256GB,unlocked,flawless,472.00
S25+,256GB,unlocked,good,435.00
S25+,256GB,unlocked,fair,360.00
S25+,256GB,unlocked,damaged,92
S25+,512GB,locked,flawless,462.00
S25+,512GB,locked,good,405.00
S25+,512GB,locked,fair,341.00
S25+,512GB,locked,damaged,97
S25+,512GB,unlocked,flawless,532.00
S25+,512GB,unlocked,good,480.00
S25+,512GB,unlocked,fair,416.00
S25+,512GB,unlocked,damaged,102
Z FLIP 4,128GB,locked,flawless,99
Z FLIP 4,128GB,locked,good,83
Z FLIP 4,128GB,locked,fair,44
Z FLIP 4,128GB,locked,damaged,27
Z FLIP 4,128GB,unlocked,flawless,137.73
Z FLIP 4,128GB,unlocked,good,120
Z FLIP 4,128GB,unlocked,fair,80
Z FLIP 4,128GB,unlocked,damaged,29
Z FLIP 5,256GB,locked,flawless,194
Z FLIP 5,256GB,locked,good,163
Z FLIP 5,256GB,locked,fair,134
Z FLIP 5,256GB,locked,damaged,38
Z FLIP 5,256GB,unlocked,flawless,206.77
Z FLIP 5,256GB,unlocked,good,208
Z FLIP 5,256GB,unlocked,fair,166
Z FLIP 5,256GB,unlocked,damaged,78
Z FLIP 6,256GB,locked,flawless,264
Z FLIP 6,256GB,locked,good,224
Z FLIP 6,256GB,locked,fair,134
Z FLIP 6,256GB,locked,damaged,44
Z FLIP 6,256GB,unlocked,flawless,268.86
Z FLIP 6,256GB,unlocked,good,271.71
Z FLIP 6,256GB,unlocked,fair,234
Z FLIP 6,256GB,unlocked,damaged,64
Z FOLD 4,256GB,locked,flawless,259
Z FOLD 4,256GB,locked,good,268
Z FOLD 4,256GB,locked,fair,142
Z FOLD 4,256GB,locked,damaged,48
Z FOLD 4,256GB,unlocked,flawless,293.56
Z FOLD 4,256GB,unlocked,good,273
Z FOLD 4,256GB,unlocked,fair,209
Z FOLD 4,256GB,unlocked,damaged,73
Z FOLD 5,256GB,locked,flawless,334.22
Z FOLD 5,256GB,locked,good,293
Z FOLD 5,256GB,locked,fair,201
Z FOLD 5,256GB,locked,damaged,92
Z FOLD 5,256GB,unlocked,flawless,341.17
Z FOLD 5,256GB,unlocked,good,342.36
Z FOLD 5,256GB,unlocked,fair,305
Z FOLD 5,256GB,unlocked,damaged,108
Z FOLD 6,256GB,locked,flawless,429
Z FOLD 6,256GB,locked,good,399
Z FOLD 6,256GB,locked,fair,234
Z FOLD 6,256GB,locked,damaged,144
Z FOLD 6,256GB,unlocked,flawless,552
Z FOLD 6,256GB,unlocked,good,480
Z FOLD 6,256GB,unlocked,fair,422
Z FOLD 6,256GB,unlocked,damaged,144
