Model,Storage,Status,Quality,Price
S22 ULTRA,128GB,unlocked,fair,126
S22 ULTRA,128GB,unlocked,damaged,55
S22 ULTRA,256gb,locked,flawless,170
S22 ULTRA,256gb,locked,good,146
S22 ULTRA,256gb,locked,fair,95
S22 ULTRA,256gb,locked,damaged,45
S22 ULTRA,256gb,unlocked,flawless,217
S22 ULTRA,256gb,unlocked,good,196
S22 ULTRA,256gb,unlocked,fair,147
S22 ULTRA,256gb,unlocked,damaged,56
S22+,128GB,locked,flawless,118
S22+,128GB,locked,good,100
S22+,128GB,locked,fair,63
S22+,128GB,locked,damaged,30
S22+,128GB,unlocked,flawless,139
S22+,128GB,unlocked,good,118
S22+,128GB,unlocked,fair,82
S22+,128GB,unlocked,damaged,35
S22+,256gb,locked,flawless,120
S22+,256gb,locked,good,113
S22+,256gb,locked,fair,77
S22+,256gb,locked,damaged,33
S22+,256gb,unlocked,flawless,149
S22+,256gb,unlocked,good,132
S22+,256gb,unlocked,fair,108
S22+,256gb,unlocked,damaged,42
S23,128GB,locked,flawless,169
S23,128GB,locked,good,137
S23,128GB,locked,fair,91
S23,128GB,locked,damaged,51
S23,128GB,unlocked,flawless,182
S23,128GB,unlocked,good,165
S23,128GB,unlocked,fair,106
S23,128GB,unlocked,damaged,56
S23,256gb,locked,flawless,177
S23,256gb,locked,good,156
S23,256gb,locked,fair,103
S23,256gb,locked,damaged,51
S23,256gb,unlocked,flawless,207
S23,256gb,unlocked,good,186
S23,256gb,unlocked,fair,172
S23,256gb,unlocked,damaged,62
S23 ULTRA,256gb,locked,flawless,287
S23 ULTRA,256gb,locked,good,246
S23 ULTRA,256gb,locked,fair,192
S23 ULTRA,256gb,locked,damaged,122
S23 ULTRA,256gb,unlocked,flawless,331
S23 ULTRA,256gb,unlocked,good,321
S23 ULTRA,256gb,unlocked,fair,268
S23 ULTRA,256gb,unlocked,damaged,122
S23+,256GB,locked,flawless,209
S23+,256GB,locked,good,192
S23+,256GB,locked,fair,102
S23+,256GB,locked,damaged,91
S23+,256GB,unlocked,flawless,233
S23+,256GB,unlocked,good,206
S23+,256GB,unlocked,fair,131
S23+,256GB,unlocked,damaged,111
S23+,512GB,locked,flawless,233
S23+,512GB,locked,good,206
S23+,512GB,locked,fair,121
S23+,512GB,locked,damaged,96
S23+,512GB,unlocked,flawless,264
S23+,512GB,unlocked,good,230
S23+,512GB,unlocked,fair,156
S23+,512GB,unlocked,damaged,116
S23FE,128GB,locked,flawless,132
S23FE,128GB,locked,good,105
S23FE,128GB,locked,fair,60
S23FE,128GB,locked,damaged,30
S23FE,128GB,unlocked,flawless,152
S23FE,128GB,unlocked,good,125
S23FE,128GB,unlocked,fair,97
S23FE,128GB,unlocked,damaged,32
S23FE,256gb,locked,flawless,142
S23FE,256gb,locked,good,113
S23FE,256gb,locked,fair,61
S23FE,256gb,locked,damaged,35
S23FE,256gb,unlocked,flawless,162
S23FE,256gb,unlocked,good,141
S23FE,256gb,unlocked,fair,107
S23FE,256gb,unlocked,damaged,42
S24,128GB,locked,flawless,218
S24,128GB,locked,good,185
S24,128GB,locked,fair,170
S24,128GB,locked,damaged,91
S24,128GB,unlocked,flawless,267
S24,128GB,unlocked,good,235
S24,128GB,unlocked,fair,186
S24,128GB,unlocked,damaged,131
S24,256gb,locked,flawless,214
S24,256gb,locked,good,193
S24,256gb,locked,fair,127
S24,256gb,locked,damaged,102
S24,256gb,unlocked,flawless,297
S24,256gb,unlocked,good,266
S24,256gb,unlocked,fair,217
S24,256gb,unlocked,damaged,142
S24 FE,128GB,locked,flawless,163
S24 FE,128GB,locked,good,135
S24 FE,128GB,locked,fair,91
S24 FE,128GB,locked,damaged,65
S24 FE,128GB,unlocked,flawless,221
S24 FE,128GB,unlocked,good,193
S24 FE,128GB,unlocked,fair,126
S24 FE,128GB,unlocked,damaged,80
S24 FE,256gb,locked,flawless,178
S24 FE,256gb,locked,good,142
S24 FE,256gb,locked,fair,96
S24 FE,256gb,locked,damaged,66
S24 FE,256gb,unlocked,flawless,245
S24 FE,256gb,unlocked,good,217
S24 FE,256gb,unlocked,fair,147
S24 FE,256gb,unlocked,damaged,86
S24 ULTRA,256GB,locked,flawless,352
S24 ULTRA,256GB,locked,good,314
S24 ULTRA,256GB,locked,fair,231
S24 ULTRA,256GB,locked,damaged,106
S24 ULTRA,256GB,unlocked,flawless,452
S24 ULTRA,256GB,unlocked,good,374
S24 ULTRA,256GB,unlocked,fair,331
S24 ULTRA,256GB,unlocked,damaged,156
S24 ULTRA,512GB,locked,flawless,397
S24 ULTRA,512GB,locked,good,336
S24 ULTRA,512GB,locked,fair,251
S24 ULTRA,512GB,locked,damaged,121
S24 ULTRA,512GB,unlocked,flawless,490
S24 ULTRA,512GB,unlocked,good,420
S24 ULTRA,512GB,unlocked,fair,351
S24 ULTRA,512GB,unlocked,damaged,171
S24+,256GB,locked,flawless,262
S24+,256GB,locked,good,230
S24+,256GB,locked,fair,151
S24+,256GB,locked,damaged,90
S24+,256GB,unlocked,flawless,337
S24+,256GB,unlocked,good,300
S24+,256GB,unlocked,fair,221
S24+,256GB,unlocked,damaged,106
S24+,512GB,locked,flawless,333
S24+,512GB,locked,good,282
S24+,512GB,locked,fair,216
S24+,512GB,locked,damaged,100
S24+,512GB,unlocked,flawless,392
S24+,512GB,unlocked,good,355
S24+,512GB,unlocked,fair,291
S24+,512GB,unlocked,damaged,116
S25,128GB,locked,flawless,322
S25,128GB,locked,good,274
S25,128GB,locked,fair,176
S25,128GB,locked,damaged,80
S25,128GB,unlocked,flawless,351
S25,128GB,unlocked,good,320
S25,128GB,unlocked,fair,251
S25,128GB,unlocked,damaged,86
S25,256gb,locked,flawless,313
S25,256gb,locked,good,283
S25,256gb,locked,fair,169
S25,256gb,locked,damaged,91
S25,256gb,unlocked,flawless,402
S25,256gb,unlocked,good,352
S25,256gb,unlocked,fair,282
S25,256gb,unlocked,damaged,97
S25 EDGE,256gb,locked,flawless,375
S25 EDGE,256gb,locked,good,326
S25 EDGE,256gb,locked,fair,205
S25 EDGE,256gb,locked,damaged,87
S25 EDGE,256gb,unlocked,flawless,492
S25 EDGE,256gb,unlocked,good,446
S25 EDGE,256gb,unlocked,fair,205
S25 EDGE,256gb,unlocked,damaged,87
S25 EDGE,512GB,locked,flawless,416
S25 EDGE,512GB,locked,good,365
S25 EDGE,512GB,locked,fair,276
S25 EDGE,512GB,locked,damaged,91
S25 EDGE,512GB,unlocked,flawless,516
S25 EDGE,512GB,unlocked,good,465
S25 EDGE,512GB,unlocked,fair,376
S25 EDGE,512GB,unlocked,damaged,116
S25 ULTRA,256GB,locked,flawless,557
S25 ULTRA,256GB,locked,good,495
S25 ULTRA,256GB,locked,fair,421
S25 ULTRA,256GB,locked,damaged,203
S25 ULTRA,256GB,unlocked,flawless,657
S25 ULTRA,256GB,unlocked,good,602
S25 ULTRA,256GB,unlocked,fair,520
S25 ULTRA,256GB,unlocked,damaged,190
S25 ULTRA,512GB,locked,flawless,586
S25 ULTRA,512GB,locked,good,525
S25 ULTRA,512GB,locked,fair,475
S25 ULTRA,512GB,locked,damaged,223
S25 ULTRA,512GB,unlocked,flawless,702
S25 ULTRA,512GB,unlocked,good,639
S25 ULTRA,512GB,unlocked,fair,575
S25 ULTRA,512GB,unlocked,damaged,210
S25+,256GB,locked,flawless,416
S25+,256GB,locked,good,355
S25+,256GB,locked,fair,305
S25+,256GB,locked,damaged,86
S25+,256GB,unlocked,flawless,472
S25+,256GB,unlocked,good,435
S25+,256GB,unlocked,fair,360
S25+,256GB,unlocked,damaged,91
S25+,512GB,locked,flawless,462
S25+,512GB,locked,good,405
S25+,512GB,locked,fair,341
S25+,512GB,locked,damaged,96
S25+,512GB,unlocked,flawless,532
S25+,512GB,unlocked,good,480
S25+,512GB,unlocked,fair,416
S25+,512GB,unlocked,damaged,101
Z FLIP 4,128GB,locked,flawless,97
Z FLIP 4,128GB,locked,good,81
Z FLIP 4,128GB,locked,fair,42
Z FLIP 4,128GB,locked,damaged,25
Z FLIP 4,128GB,unlocked,flawless,137
Z FLIP 4,128GB,unlocked,good,118
Z FLIP 4,128GB,unlocked,fair,78
Z FLIP 4,128GB,unlocked,damaged,27
Z FLIP 5,256GB,locked,flawless,192
Z FLIP 5,256GB,locked,good,161
Z FLIP 5,256GB,locked,fair,132
Z FLIP 5,256GB,locked,damaged,36
Z FLIP 5,256GB,unlocked,flawless,237
Z FLIP 5,256GB,unlocked,good,206
Z FLIP 5,256GB,unlocked,fair,164
Z FLIP 5,256GB,unlocked,damaged,76
Z FLIP 6,256GB,locked,flawless,262
Z FLIP 6,256GB,locked,good,222
Z FLIP 6,256GB,locked,fair,132
Z FLIP 6,256GB,locked,damaged,42
Z FLIP 6,256GB,unlocked,flawless,322
Z FLIP 6,256GB,unlocked,good,281
Z FLIP 6,256GB,unlocked,fair,232
Z FLIP 6,256GB,unlocked,damaged,62
Z FOLD 4,256GB,locked,flawless,257
Z FOLD 4,256GB,locked,good,266
Z FOLD 4,256GB,locked,fair,140
Z FOLD 4,256GB,locked,damaged,46
Z FOLD 4,256GB,unlocked,flawless,312
Z FOLD 4,256GB,unlocked,good,271
Z FOLD 4,256GB,unlocked,fair,207
Z FOLD 4,256GB,unlocked,damaged,71
Z FOLD 5,256GB,locked,flawless,350
Z FOLD 5,256GB,locked,good,291
Z FOLD 5,256GB,locked,fair,199
Z FOLD 5,256GB,locked,damaged,90
Z FOLD 5,256GB,unlocked,flawless,422
Z FOLD 5,256GB,unlocked,good,358
Z FOLD 5,256GB,unlocked,fair,303
Z FOLD 5,256GB,unlocked,damaged,106
Z FOLD 6,256GB,locked,flawless,427
Z FOLD 6,256GB,locked,good,397
Z FOLD 6,256GB,locked,fair,232
Z FOLD 6,256GB,locked,damaged,142
Z FOLD 6,256GB,unlocked,flawless,550
Z FOLD 6,256GB,unlocked,good,478
Z FOLD 6,256GB,unlocked,fair,420
Z FOLD 6,256GB,unlocked,damaged,142
